british,american,category,form,to_american_enabled,to_british_enabled,source_refs,notes
humour,humor,verb,原型,true,true,动词!A293:F293,
humoured,humored,verb,过去分词|过去时,true,true,动词!C293:H293|动词!D293:I293,
humouring,humoring,verb,ing,true,true,动词!E293:J293,
humours,humors,verb,第三人称单数,true,true,动词!B293:G293,
hypnotise,hypnotize,verb,原型,true,true,动词!A119:F119,
hypnotised,hypnotized,verb,过去分词|过去时,true,true,动词!C119:H119|动词!D119:I119,
hypnotises,hypnotizes,verb,第三人称单数,true,true,动词!B119:G119,
hypnotising,hypnotizing,verb,ing,true,true,动词!E119:J119,
idealisation,idealization,noun,单数,true,true,名词!A359:C359,
idealisations,idealizations,noun,复数,true,true,名词!B359:D359,
idealise,idealize,verb,原型,true,true,动词!A121:F121,
idealised,idealized,verb,过去分词|过去时,true,true,动词!C121:H121|动词!D121:I121,
idealises,idealizes,verb,第三人称单数,true,true,动词!B121:G121,
idealising,idealizing,verb,ing,true,true,动词!E121:J121,
idolisation,idolization,noun,单数,true,true,名词!A361:C361,
idolisations,idolizations,noun,复数,true,true,名词!B361:D361,
idolise,idolize,verb,原型,true,true,动词!A122:F122,
idolised,idolized,verb,过去分词|过去时,true,true,动词!C122:H122|动词!D122:I122,
idolises,idolizes,verb,第三人称单数,true,true,动词!B122:G122,
idolising,idolizing,verb,ing,true,true,动词!E122:J122,
immobilise,immobilize,verb,原型,true,true,动词!A123:F123,
immobilised,immobilized,verb,过去分词|过去时,true,true,动词!C123:H123|动词!D123:I123,
immobilises,immobilizes,verb,第三人称单数,true,true,动词!B123:G123,
immobilising,immobilizing,verb,ing,true,true,动词!E123:J123,
immortalise,immortalize,verb,原型,true,true,动词!A136:F136,
immortalised,immortalized,verb,过去分词|过去时,true,true,动词!C136:H136|动词!D136:I136,
immortalises,immortalizes,verb,第三人称单数,true,true,动词!B136:G136,
immortalising,immortalizing,verb,ing,true,true,动词!E136:J136,
immunisation,immunization,noun,单数,true,true,名词!A362:C362,
immunisations,immunizations,noun,复数,true,true,名词!B362:D362,
immunise,immunize,verb,原型,true,true,动词!A124:F124,
immunised,immunized,verb,过去分词|过去时,true,true,动词!C124:H124|动词!D124:I124,
immunises,immunizes,verb,第三人称单数,true,true,动词!B124:G124,
immunising,immunizing,verb,ing,true,true,动词!E124:J124,
imperialisation,imperialization,noun,单数,true,true,名词!A363:C363,
imperialisations,imperializations,noun,复数,true,true,名词!B363:D363,
incentivise,incentivize,verb,原型,true,true,动词!A126:F126,
incentivised,incentivized,verb,过去分词|过去时,true,true,动词!C126:H126|动词!D126:I126,
incentivises,incentivizes,verb,第三人称单数,true,true,动词!B126:G126,
incentivising,incentivizing,verb,ing,true,true,动词!E126:J126,
indemnisation,indemnization,noun,单数,false,true,名词!A370:C370,英式源词存在多个美式目标，已禁用英转美
indemnisation,indemnizations,noun,复数,false,true,名词!B370:D370,英式源词存在多个美式目标，已禁用英转美
indicator,turn signal,noun,单数,true,true,名词!A125:C125,
indicators,turn signals,noun,复数,true,true,名词!B125:D125,
individualise,individualize,verb,原型,true,true,动词!A127:F127,
individualised,individualized,verb,过去分词|过去时,true,true,动词!C127:H127|动词!D127:I127,
individualises,individualizes,verb,第三人称单数,true,true,动词!B127:G127,
individualising,individualizing,verb,ing,true,true,动词!E127:J127,
industrialisation,industrialization,noun,单数,true,true,名词!A371:C371,
industrialisations,industrializations,noun,复数,true,true,名词!B371:D371,
industrialise,industrialize,verb,原型,true,true,动词!A128:F128,
industrialised,industrialized,verb,过去分词|过去时,true,true,动词!C128:H128|动词!D128:I128,
industrialises,industrializes,verb,第三人称单数,true,true,动词!B128:G128,
industrialising,industrializing,verb,ing,true,true,动词!E128:J128,
infantilise,infantilize,verb,原型,true,true,动词!A129:F129,
infantilised,infantilized,verb,过去分词|过去时,true,true,动词!C129:H129|动词!D129:I129,
infantilises,infantilizes,verb,第三人称单数,true,true,动词!B129:G129,
infantilising,infantilizing,verb,ing,true,true,动词!E129:J129,
infinitesimalisation,infinitesimalization,noun,单数,true,true,名词!A372:C372,
infinitesimalisations,infinitesimalizations,noun,复数,true,true,名词!B372:D372,
initialisation,initialization,noun,单数,true,true,名词!A373:C373,
initialisations,initializations,noun,复数,true,true,名词!B373:D373,
initialise,initialize,verb,原型,true,true,动词!A130:F130,
initialised,initialized,verb,过去分词|过去时,true,true,动词!C130:H130|动词!D130:I130,
initialises,initializes,verb,第三人称单数,true,true,动词!B130:G130,
initialising,initializing,verb,ing,true,true,动词!E130:J130,
inside leg,inseam,noun,单数,true,true,名词!A126:C126,
inside legs,inseams,noun,复数,true,true,名词!B126:D126,
insolubilise,insolubilize,verb,原型,true,true,动词!A137:F137,
insolubilised,insolubilized,verb,过去分词|过去时,true,true,动词!C137:H137|动词!D137:I137,
insolubilises,insolubilizes,verb,第三人称单数,true,true,动词!B137:G137,
insolubilising,insolubilizing,verb,ing,true,true,动词!E137:J137,
instal,install,verb,原型,true,true,动词!A261:F261,
instalment,installment,noun,单数,true,true,名词!A374:C374,
instalments,installments,noun,复数,true,true,名词!B374:D374,
instals,installs,verb,第三人称单数,true,true,动词!B261:G261,
institutionalisation,institutionalization,noun,单数,true,true,名词!A375:C375,
institutionalisations,institutionalizations,noun,复数,true,true,名词!B375:D375,
intellectualisation,intellectualization,noun,单数,true,true,名词!A376:C376,
intellectualisations,intellectualizations,noun,复数,true,true,名词!B376:D376,
internalisation,internalization,noun,单数,true,true,名词!A377:C377,
internalisations,internalizations,noun,复数,true,true,名词!B377:D377,
internalise,internalize,verb,原型,true,true,动词!A131:F131,
internalised,internalized,verb,过去分词|过去时,true,true,动词!C131:H131|动词!D131:I131,
internalises,internalizes,verb,第三人称单数,true,true,动词!B131:G131,
internalising,internalizing,verb,ing,true,true,动词!E131:J131,
internationalisation,internationalization,noun,单数,true,true,名词!A378:C378,
internationalise,internationalize,verb,原型,true,true,动词!A132:F132,
internationalised,internationalized,verb,过去分词|过去时,true,true,动词!C132:H132|动词!D132:I132,
internationalises,internationalizes,verb,第三人称单数,true,true,动词!B132:G132,
internationalising,internationalizing,verb,ing,true,true,动词!E132:J132,
internationlisations,internationalizations,noun,复数,true,true,名词!B378:D378,
inverted commas,quotation marks,noun,单数|复数,true,true,名词!A127:C127|名词!B127:D127,
ionisation,ionization,noun,单数,true,true,名词!A379:C379,
ionisations,ionizations,noun,复数,true,true,名词!B379:D379,
ionise,ionize,verb,原型,true,true,动词!A133:F133,
ionised,ionized,verb,过去分词|过去时,true,true,动词!C133:H133|动词!D133:I133,
ionises,ionizes,verb,第三人称单数,true,true,动词!B133:G133,
ionising,ionizing,verb,ing,true,true,动词!E133:J133,
ironmonger's,hardware store,noun,单数,true,true,名词!A128:C128,
ironmongers,hardware stores,noun,复数,true,true,名词!B128:D128,
isinglass,gelatin,noun,单数,true,true,名词!A129:C129,
isinglasses,gelatins,noun,复数,true,true,名词!B129:D129,
italicisation,italicization,noun,单数,true,true,名词!A380:C380,
italicisations,italicizations,noun,复数,true,true,名词!B380:D380,
italicise,italicize,verb,原型,true,true,动词!A134:F134,
italicised,italicized,verb,过去分词|过去时,true,true,动词!C134:H134|动词!D134:I134,
italicises,italicizes,verb,第三人称单数,true,true,动词!B134:G134,
italicising,italicizing,verb,ing,true,true,动词!E134:J134,
itemise,itemize,verb,原型,true,true,动词!A135:F135,
itemised,itemized,verb,过去分词|过去时,true,true,动词!C135:H135|动词!D135:I135,
itemises,itemizes,verb,第三人称单数,true,true,动词!B135:G135,
itemising,itemizing,verb,ing,true,true,动词!E135:J135,
jam,jelly,noun,单数,true,true,名词!A131:C131,
jam tart,jelly tart,noun,单数,true,true,名词!A130:C130,
jam tarts,jelly tarts,noun,复数,true,true,名词!B130:D130,
jams,jellies,noun,复数,true,true,名词!B131:D131,
jeopardise,jeopardize,verb,原型,true,true,动词!A138:F138,
jeopardised,jeopardized,verb,过去分词|过去时,true,true,动词!C138:H138|动词!D138:I138,
jeopardises,jeopardizes,verb,第三人称单数,true,true,动词!B138:G138,
jeopardising,jeopardizing,verb,ing,true,true,动词!E138:J138,
judgement,judgment,noun,单数,true,true,名词!A381:C381,
judgements,judgments,noun,复数,true,true,名词!B381:D381,
jumble sale,rummage sale,noun,单数,true,true,名词!A132:C132,
jumble sales,rummage sales,noun,复数,true,true,名词!B132:D132,
jumper,sweater,noun,单数,true,false,名词!A133:C133,美式源词存在多个英式目标，已禁用美转英
jumpers,sweaters,noun,复数,true,false,名词!B133:D133,美式源词存在多个英式目标，已禁用美转英
kilogramme,kilogram,noun,单数,true,true,名词!A382:C382,
kilogrammes,kilograms,noun,复数,true,true,名词!B382:D382,
kilometre,kilometer,noun,单数,true,true,名词!A383:C383,
kilometres,kilometers,noun,复数,true,true,名词!B383:D383,
labelled,labeled,verb,过去分词|过去时,true,true,动词!C270:H270|动词!D270:I270,
labelling,labeling,verb,ing,true,true,动词!E270:J270,
labour,labor,noun|verb,单数|原型,true,true,动词!A285:F285|名词!A384:C384,
laboured,labored,verb,过去分词|过去时,true,true,动词!C285:H285|动词!D285:I285,
labourer,laborer,noun,单数,true,true,名词!A385:C385,
labourers,laborers,noun,复数,true,true,名词!B385:D385,
labouring,laboring,verb,ing,true,true,动词!E285:J285,
labours,labors,noun|verb,复数|第三人称单数,true,true,动词!B285:G285|名词!B384:D384,
ladder tights,ripped pantyhose,noun,单数,true,false,名词!A134:C134,美式源词存在多个英式目标，已禁用美转英
laddered tights,ripped pantyhose,noun,复数,true,false,名词!B134:D134,美式源词存在多个英式目标，已禁用美转英
ladybird,ladybug,noun,单数,true,true,名词!A135:C135,
ladybirds,ladybugs,noun,复数,true,true,名词!B135:D135,
lamppost,light pole,noun,单数,true,true,名词!A136:C136,
lampposts,light poles,noun,复数,true,true,名词!B136:D136,
lavatories,toilets,noun,复数,true,true,名词!B137:D137,
lavatory,toilet,noun,单数,true,true,名词!A137:C137,
learner driver,driver with permit,noun,单数,true,true,名词!A138:C138,
learner drivers,drivers with permit,noun,复数,true,true,名词!B138:D138,
left luggage office,baggage check,noun,单数,true,true,名词!A139:C139,
left luggage offices,baggage checks,noun,复数,true,true,名词!B139:D139,
legalisation,legalization,noun,单数,true,true,名词!A386:C386,
legalisations,legalizations,noun,复数,true,true,名词!B386:D386,
legalise,legalize,verb,原型,true,true,动词!A139:F139,
legalised,legalized,verb,过去分词|过去时,true,true,动词!C139:H139|动词!D139:I139,
legalises,legalizes,verb,第三人称单数,true,true,动词!B139:G139,
legalising,legalizing,verb,ing,true,true,动词!E139:J139,
letterbox,mail slot,noun,单数,true,true,名词!A140:C140,
letterboxes,mail slots,noun,复数,true,true,名词!B140:D140,
levelled,leveled,verb,过去分词|过去时,true,true,动词!C271:H271|动词!D271:I271,
levelling,leveling,verb,ing,true,true,动词!E271:J271,
liberalise,liberalize,verb,原型,true,true,动词!A140:F140,
liberalised,liberalized,verb,过去分词|过去时,true,true,动词!C140:H140|动词!D140:I140,
liberalises,liberalizes,verb,第三人称单数,true,true,动词!B140:G140,
liberalising,liberalizing,verb,ing,true,true,动词!E140:J140,
licence,license,noun,单数,true,true,名词!A141:C141|名词!A387:C387,
licences,licenses,noun,复数,true,true,名词!B141:D141|名词!B387:D387,
lift,elevator,noun,单数,true,true,名词!A142:C142,
lifts,elevators,noun,复数,true,true,名词!B142:D142,
lighter fuel,lighter fluid,noun,单数,true,true,名词!A143:C143,
lighter fuels,lighter fluids,noun,复数,true,true,名词!B143:D143,
lino,linoleum,noun,单数,true,true,名词!A144:C144,
linos,linoleums,noun,复数,true,true,名词!B144:D144,
lionise,lionize,verb,原型,true,true,动词!A141:F141,
lionised,lionized,verb,过去分词|过去时,true,true,动词!C141:H141|动词!D141:I141,
lionises,lionizes,verb,第三人称单数,true,true,动词!B141:G141,
lionising,lionizing,verb,ing,true,true,动词!E141:J141,
liquidiser,blender,noun,单数,true,true,名词!A145:C145,
liquidisers,blenders,noun,复数,true,true,名词!B145:D145,
localisation,localization,noun,单数,true,true,名词!A389:C389,
localisations,localizations,noun,复数,true,true,名词!B389:D389,
localise,localize,verb,原型,true,true,动词!A142:F142,
localised,localized,verb,过去分词|过去时,true,true,动词!C142:H142|动词!D142:I142,
localises,localizes,verb,第三人称单数,true,true,动词!B142:G142,
localising,localizing,verb,ing,true,true,动词!E142:J142,
lorries,trucks,noun,复数,true,true,名词!B146:D146,
lorry,truck,noun,单数,true,true,名词!A146:C146,
loudhailer,bullhorn,noun,单数,true,true,名词!A147:C147,
loudhailers,bullhorns,noun,复数,true,true,名词!B147:D147,
lounge suite,living room set,noun,单数,true,true,名词!A149:C149,
lounge suites,living room sets,noun,复数,true,true,名词!B149:D149,
lounger,recliner,noun,单数,true,true,名词!A148:C148,
loungers,recliners,noun,复数,true,true,名词!B148:D148,
low loader,flatbed trailer,noun,单数,true,true,名词!A150:C150,
low loaders,flatbed trailers,noun,复数,true,true,名词!B150:D150,
luggage rack,baggage rack,noun,单数,true,true,名词!A151:C151,
luggage racks,baggage racks,noun,复数,true,true,名词!B151:D151,
lumber room,storeroom,noun,单数,true,true,名词!A152:C152,
lumber rooms,storerooms,noun,复数,true,true,名词!B152:D152,
lunchtime,noontime,noun,单数,true,true,名词!A153:C153,
lunchtimes,noontimes,noun,复数,true,true,名词!B153:D153,
mackintosh,raincoat,noun,单数,true,true,名词!A154:C154,
mackintoshes,raincoats,noun,复数,true,true,名词!B154:D154,
magnetisation,magnetization,noun,单数,true,true,名词!A391:C391,
magnetisations,magnetizations,noun,复数,true,true,名词!B391:D391,
magnetise,magnetize,verb,原型,true,true,动词!A143:F143,
magnetised,magnetized,verb,过去分词|过去时,true,true,动词!C143:H143|动词!D143:I143,
magnetises,magnetizes,verb,第三人称单数,true,true,动词!B143:G143,
magnetising,magnetizing,verb,ing,true,true,动词!E143:J143,
maize,corn,noun,单数,true,true,名词!A155:C155,
maizes,corns,noun,复数,true,true,名词!B155:D155,
manipulise,manipulize,verb,原型,true,true,动词!A144:F144,
manipulised,manipulized,verb,过去分词|过去时,true,true,动词!C144:H144|动词!D144:I144,
manipulises,manipulizes,verb,第三人称单数,true,true,动词!B144:G144,
manipulising,manipulizing,verb,ing,true,true,动词!E144:J144,
manoeuvre,maneuver,noun|verb,单数|原型,true,true,动词!A275:F275|名词!A392:C392,
manoeuvred,maneuvered,verb,过去分词|过去时,true,true,动词!C275:H275|动词!D275:I275,
manoeuvres,maneuvers,noun|verb,复数|第三人称单数,true,true,动词!B275:G275|名词!B392:D392,
manoeuvring,maneuvering,verb,ing,true,true,动词!E275:J275,
marks,grades,noun,单数|复数,true,true,名词!A156:C156|名词!B156:D156,
marvelled,marveled,verb,过去分词|过去时,true,true,动词!C269:H269|动词!D269:I269,
marvelling,marveling,verb,ing,true,true,动词!E269:J269,
materialisation,materialization,noun,单数,true,true,名词!A393:C393,
materialisations,materializations,noun,复数,true,true,名词!B393:D393,
materialise,materialize,verb,原型,true,true,动词!A145:F145,
materialised,materialized,verb,过去分词|过去时,true,true,动词!C145:H145|动词!D145:I145,
materialises,materializes,verb,第三人称单数,true,true,动词!B145:G145,
materialising,materializing,verb,ing,true,true,动词!E145:J145,
mechanisation,mechanization,noun,单数,true,true,名词!A394:C394,
mechanisations,mechanizations,noun,复数,true,true,名词!B394:D394,
mechanise,mechanize,verb,原型,true,true,动词!A146:F146,
mechanised,mechanized,verb,过去分词|过去时,true,true,动词!C146:H146|动词!D146:I146,
mechanises,mechanizes,verb,第三人称单数,true,true,动词!B146:G146,
mechanising,mechanizing,verb,ing,true,true,动词!E146:J146,
memorialisation,memorialization,noun,单数,true,true,名词!A395:C395,
memorialisations,memorializations,noun,复数,true,true,名词!B395:D395,
memorialise,memorialize,verb,原型,true,true,动词!A147:F147,
memorialised,memorialized,verb,过去分词|过去时,true,true,动词!C147:H147|动词!D147:I147,
memorialises,memorializes,verb,第三人称单数,true,true,动词!B147:G147,
memorialising,memorializing,verb,ing,true,true,动词!E147:J147,
merchandise,merchandize,verb,原型,true,true,动词!A148:F148,
merchandised,merchandized,verb,过去分词|过去时,true,true,动词!C148:H148|动词!D148:I148,
merchandises,merchandizes,verb,第三人称单数,true,true,动词!B148:G148,
merchandising,merchandizing,verb,ing,true,true,动词!E148:J148,
metabolise,metabolize,verb,原型,true,true,动词!A149:F149,
metabolised,metabolized,verb,过去分词|过去时,true,true,动词!C149:H149|动词!D149:I149,
metabolises,metabolizes,verb,第三人称单数,true,true,动词!B149:G149,
metabolising,metabolizing,verb,ing,true,true,动词!E149:J149,
metalled road,paved road,noun,单数,true,true,名词!A157:C157,
metalled roads,paved roads,noun,复数,true,true,名词!B157:D157,
metre,meter,noun|verb,单数|原型,true,false,动词!A274:F274|名词!A396:C396,美式源词存在多个英式目标，已禁用美转英
metred,metered,verb,过去分词|过去时,true,true,动词!C274:H274|动词!D274:I274,
metres,meters,noun|verb,复数|第三人称单数,true,false,动词!B274:G274|名词!B396:D396,美式源词存在多个英式目标，已禁用美转英
metring,metering,verb,ing,true,true,动词!E274:J274,
micronise,micronize,verb,原型,true,true,动词!A150:F150,
micronised,micronized,verb,过去分词|过去时,true,true,动词!C150:H150|动词!D150:I150,
micronises,micronizes,verb,第三人称单数,true,true,动词!B150:G150,
micronising,micronizing,verb,ing,true,true,动词!E150:J150,
militarisation,militarization,noun,单数,true,true,名词!A397:C397,
militarisations,militarizations,noun,复数,true,true,名词!B397:D397,
militarise,militarize,verb,原型,true,true,动词!A151:F151,
militarised,militarized,verb,过去分词|过去时,true,true,动词!C151:H151|动词!D151:I151,
militarises,militarizes,verb,第三人称单数,true,true,动词!B151:G151,
militarising,militarizing,verb,ing,true,true,动词!E151:J151,
milometer,odometer,noun,单数,true,true,名词!A158:C158,
milometers,odometers,noun,复数,true,true,名词!B158:D158,
minced beef,ground beef,noun,单数,true,true,名词!A159:C159,
minced beefs,ground beefs,noun,复数,true,true,名词!B159:D159,
mincer,meat grinder,noun,单数,true,true,名词!A160:C160,
mincers,meat grinders,noun,复数,true,true,名词!B160:D160,
minimise,minimize,verb,原型,true,true,动词!A152:F152,
minimised,minimized,verb,过去分词|过去时,true,true,动词!C152:H152|动词!D152:I152,
minimises,minimizes,verb,第三人称单数,true,true,动词!B152:G152,
minimising,minimizing,verb,ing,true,true,动词!E152:J152,
mobile phone,cell phone,noun,单数,true,true,名词!A161:C161,
mobile phones,cell phones,noun,复数,true,true,名词!B161:D161,
mobilisation,mobilization,noun,单数,true,true,名词!A398:C398,
mobilisations,mobilizations,noun,复数,true,true,名词!B398:D398,
mobilise,mobilize,verb,原型,true,true,动词!A153:F153,
mobilised,mobilized,verb,过去分词|过去时,true,true,动词!C153:H153|动词!D153:I153,
mobilises,mobilizes,verb,第三人称单数,true,true,动词!B153:G153,
mobilising,mobilizing,verb,ing,true,true,动词!E153:J153,
modelled,modeled,verb,过去分词|过去时,true,true,动词!C272:H272|动词!D272:I272,
modelling,modeling,verb,ing,true,true,动词!E272:J272,
modernisation,modernization,noun,单数,true,true,名词!A399:C399,
modernisations,modernizations,noun,复数,true,true,名词!B399:D399,
modernise,modernize,verb,原型,true,true,动词!A154:F154,
modernised,modernized,verb,过去分词|过去时,true,true,动词!C154:H154|动词!D154:I154,
modernises,modernizes,verb,第三人称单数,true,true,动词!B154:G154,
modernising,modernizing,verb,ing,true,true,动词!E154:J154,
monetise,monetize,verb,原型,true,true,动词!A155:F155,
monetised,monetized,verb,过去分词|过去时,true,true,动词!C155:H155|动词!D155:I155,
monetises,monetizes,verb,第三人称单数,true,true,动词!B155:G155,
monetising,monetizing,verb,ing,true,true,动词!E155:J155,
monopolisation,monopolization,noun,单数,true,true,名词!A400:C400,
monopolisations,monopolizations,noun,复数,true,true,名词!B400:D400,
moralisation,moralization,noun,单数,true,true,名词!A401:C401,
moralisations,moralizations,noun,复数,true,true,名词!B401:D401,
moralise,moralize,verb,原型,true,true,动词!A156:F156,
moralised,moralized,verb,过去分词|过去时,true,true,动词!C156:H156|动词!D156:I156,
moralises,moralizes,verb,第三人称单数,true,true,动词!B156:G156,
moralising,moralizing,verb,ing,true,true,动词!E156:J156,
motorisation,motorization,noun,单数,true,true,名词!A402:C402,
motorisations,motorizations,noun,复数,true,true,名词!B402:D402,
motorise,motorize,verb,原型,true,true,动词!A157:F157,
motorised,motorized,verb,过去分词|过去时,true,true,动词!C157:H157|动词!D157:I157,
motorises,motorizes,verb,第三人称单数,true,true,动词!B157:G157,
motorising,motorizing,verb,ing,true,true,动词!E157:J157,
motorway,freeway,noun,单数,true,true,名词!A162:C162,
motorway service area,rest area,noun,单数,true,true,名词!A163:C163,
motorway service areas,rest areas,noun,复数,true,true,名词!B163:D163,
motorways,freeways,noun,复数,true,true,名词!B162:D162,
mould,mold,noun,单数,true,true,名词!A403:C403,
moulds,molds,noun,复数,true,true,名词!B403:D403,
mum,mom,noun,单数,true,true,名词!A164:C164,
mums,moms,noun,复数,true,true,名词!B164:D164,
mutualise,mutualize,verb,原型,true,true,动词!A158:F158,
mutualised,mutualized,verb,过去分词|过去时,true,true,动词!C158:H158|动词!D158:I158,
mutualises,mutualizes,verb,第三人称单数,true,true,动词!B158:G158,
mutualising,mutualizing,verb,ing,true,true,动词!E158:J158,
nappies,diapers,noun,复数,true,true,名词!B165:D165,
nappy,diaper,noun,单数,true,true,名词!A165:C165,
narrativise,narrativize,verb,原型,true,true,动词!A167:F167,
narrativised,narrativized,verb,过去分词|过去时,true,true,动词!C167:H167|动词!D167:I167,
narrativises,narrativizes,verb,第三人称单数,true,true,动词!B167:G167,
narrativising,narrativizing,verb,ing,true,true,动词!E167:J167,
nasalise,nasalize,verb,原型,true,true,动词!A164:F164,
nasalised,nasalized,verb,过去分词|过去时,true,true,动词!C164:H164|动词!D164:I164,
nasalises,nasalizes,verb,第三人称单数,true,true,动词!B164:G164,
nasalising,nasalizing,verb,ing,true,true,动词!E164:J164,
nationalise,nationalize,verb,原型,true,true,动词!A159:F159,
nationalised,nationalized,verb,过去分词|过去时,true,true,动词!C159:H159|动词!D159:I159,
nationalises,nationalizes,verb,第三人称单数,true,true,动词!B159:G159,
nationalising,nationalizing,verb,ing,true,true,动词!E159:J159,
naturalise,naturalize,verb,原型,true,true,动词!A160:F160,
naturalised,naturalized,verb,过去分词|过去时,true,true,动词!C160:H160|动词!D160:I160,
naturalises,naturalizes,verb,第三人称单数,true,true,动词!B160:G160,
naturalising,naturalizing,verb,ing,true,true,动词!E160:J160,
naughts and crosses,tic-tac-toe,noun,单数,false,true,名词!A166:C166,英式源词存在多个美式目标，已禁用英转美
naughts and crosses,tic-tac-toes,noun,复数,false,true,名词!B166:D166,英式源词存在多个美式目标，已禁用英转美
necrotise,necrotize,verb,原型,true,true,动词!A165:F165,
necrotised,necrotized,verb,过去分词|过去时,true,true,动词!C165:H165|动词!D165:I165,
necrotises,necrotizes,verb,第三人称单数,true,true,动词!B165:G165,
necrotising,necrotizing,verb,ing,true,true,动词!E165:J165,
neighbour,neighbor,noun|verb,单数|原型,true,true,动词!A292:F292|名词!A404:C404,
neighboured,neighbored,verb,过去分词|过去时,true,true,动词!C292:H292|动词!D292:I292,
neighbourhood,neighborhood,noun,单数,true,true,名词!A405:C405,
neighbourhoods,neighborhoods,noun,复数,true,true,名词!B405:D405,
neighbouring,neighboring,verb,ing,true,true,动词!E292:J292,
neighbourliness,neighborliness,noun,单数,true,true,名词!A406:C406,
neighbourlinesses,neighborlinesses,noun,复数,true,true,名词!B406:D406,
neighbours,neighbors,noun|verb,复数|第三人称单数,true,true,动词!B292:G292|名词!B404:D404,
neuralise,neuralize,verb,原型,true,true,动词!A168:F168,
neuralised,neuralized,verb,过去分词|过去时,true,true,动词!C168:H168|动词!D168:I168,
neuralises,neuralizes,verb,第三人称单数,true,true,动词!B168:G168,
neuralising,neuralizing,verb,ing,true,true,动词!E168:J168,
neutralise,neutralize,verb,原型,true,true,动词!A161:F161,
neutralised,neutralized,verb,过去分词|过去时,true,true,动词!C161:H161|动词!D161:I161,
neutralises,neutralizes,verb,第三人称单数,true,true,动词!B161:G161,
neutralising,neutralizing,verb,ing,true,true,动词!E161:J161,
newsagent,newsstand,noun,单数,true,true,名词!A167:C167,
newsagents,newsstands,noun,复数,true,true,名词!B167:D167,
nominalise,nominalize,verb,原型,true,true,动词!A166:F166,
nominalised,nominalized,verb,过去分词|过去时,true,true,动词!C166:H166|动词!D166:I166,
nominalises,nominalizes,verb,第三人称单数,true,true,动词!B166:G166,
nominalising,nominalizing,verb,ing,true,true,动词!E166:J166,
normalisation,normalization,noun,单数,true,true,名词!A407:C407,
normalisations,normalizations,noun,复数,true,true,名词!B407:D407,
normalise,normalize,verb,原型,true,true,动词!A162:F162,
normalised,normalized,verb,过去分词|过去时,true,true,动词!C162:H162|动词!D162:I162,
normalises,normalizes,verb,第三人称单数,true,true,动词!B162:G162,
normalising,normalizing,verb,ing,true,true,动词!E162:J162,
novelise,novelize,verb,原型,true,true,动词!A163:F163,
novelised,novelized,verb,过去分词|过去时,true,true,动词!C163:H163|动词!D163:I163,
novelises,novelizes,verb,第三人称单数,true,true,动词!B163:G163,
novelising,novelizing,verb,ing,true,true,动词!E163:J163,
number plate,license plate,noun,单数,true,true,名词!A168:C168,
number plates,license plates,noun,复数,true,true,名词!B168:D168,
objectivise,objectivize,verb,原型,true,true,动词!A169:F169,
objectivised,objectivized,verb,过去分词|过去时,true,true,动词!C169:H169|动词!D169:I169,
objectivises,objectivizes,verb,第三人称单数,true,true,动词!B169:G169,
objectivising,objectivizing,verb,ing,true,true,动词!E169:J169,
odour,odor,noun,单数,true,true,名词!A408:C408,
odours,odors,noun,复数,true,true,名词!B408:D408,
oesophagi,esophagi,noun,复数,true,true,名词!B409:D409,
oesophagus,esophagus,noun,单数,true,true,名词!A409:C409,
off-licence,liquor store,noun,单数,true,true,名词!A169:C169,
off-licences,liquor stores,noun,复数,true,true,名词!B169:D169,
officialise,officialize,verb,原型,true,true,动词!A170:F170,
officialised,officialized,verb,过去分词|过去时,true,true,动词!C170:H170|动词!D170:I170,
officialises,officializes,verb,第三人称单数,true,true,动词!B170:G170,
officialising,officializing,verb,ing,true,true,动词!E170:J170,
optimise,optimize,verb,原型,true,true,动词!A172:F172,
optimised,optimized,verb,过去分词|过去时,true,true,动词!C172:H172|动词!D172:I172,
optimises,optimizes,verb,第三人称单数,true,true,动词!B172:G172,
optimising,optimizing,verb,ing,true,true,动词!E172:J172,
ordinary share,common stock,noun,单数,true,true,名词!A170:C170,
ordinary shares,common stocks,noun,复数,true,true,名词!B170:D170,
organisation,organization,noun,单数,true,true,名词!A410:C410,
organisations,organizations,noun,复数,true,true,名词!B410:D410,
organise,organize,verb,原型,true,true,动词!A171:F171,
organised,organized,verb,过去分词|过去时,true,true,动词!C171:H171|动词!D171:I171,
organiser,organizer,noun,单数,true,true,名词!A411:C411,
organisers,organizers,noun,复数,true,true,名词!B411:D411,
organises,organizes,verb,第三人称单数,true,true,动词!B171:G171,
organising,organizing,verb,ing,true,true,动词!E171:J171,
overbridge,overpass,noun,单数,true,false,名词!A171:C171,美式源词存在多个英式目标，已禁用美转英
overbridges,overpasses,noun,复数,true,false,名词!B171:D171,美式源词存在多个英式目标，已禁用美转英
overemphasise,overemphasize,verb,原型,true,true,动词!A173:F173,
overemphasised,overemphasized,verb,过去分词|过去时,true,true,动词!C173:H173|动词!D173:I173,
overemphasises,overemphasizes,verb,第三人称单数,true,true,动词!B173:G173,
overemphasising,overemphasizing,verb,ing,true,true,动词!E173:J173,
oxidise,oxidize,verb,原型,true,true,动词!A174:F174,
oxidised,oxidized,verb,过去分词|过去时,true,true,动词!C174:H174|动词!D174:I174,
oxidises,oxidizes,verb,第三人称单数,true,true,动词!B174:G174,
oxidising,oxidizing,verb,ing,true,true,动词!E174:J174,
